title,rank,date,artist,url,region,chart,trend,streams
This Girl (Kungs Vs. Cookin' On 3 Burners),162,2017-03-01,Kungs,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,Argentina,top200,MOVE_DOWN,13481
All Night,163,2017-03-01,"The Vamps, Matoma",https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,Argentina,top200,MOVE_UP,13444
Dueles,164,2017-03-01,Jesse & Joy,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P,Argentina,top200,MOVE_UP,13443
Work from Home (feat. Ty Dolla $ign),165,2017-03-01,Fifth Harmony,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,Argentina,top200,MOVE_UP,13398
A las Nueve,166,2017-03-01,No Te Va Gustar,https://open.spotify.com/track/0uuEqOyKlABOB7hzWKcEeG,Argentina,top200,MOVE_UP,13340
By Your Side,167,2017-03-01,"Jonas Blue, RAYE",https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,Argentina,top200,NEW_ENTRY,13288
"City Of Stars - From ""La La Land"" Soundtrack",168,2017-03-01,"Ryan Gosling, Emma Stone",https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,Argentina,top200,MOVE_DOWN,13268
El PerdÃ³n,169,2017-03-01,"Nicky Jam, Enrique Iglesias",https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr,Argentina,top200,MOVE_DOWN,13261
Traicionero,170,2017-03-01,La Beriso,https://open.spotify.com/track/0sOpGWXWkxNDev51Dst3fQ,Argentina,top200,MOVE_UP,13211
This Is What You Came For (feat. Rihanna),171,2017-03-01,Calvin Harris,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,Argentina,top200,MOVE_DOWN,13207
Personalmente,172,2017-03-01,Las Pelotas,https://open.spotify.com/track/7q7XFO9av9VpNJSXKJwJxD,Argentina,top200,MOVE_UP,13107
Million Reasons,173,2017-03-01,Lady Gaga,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,Argentina,top200,NEW_ENTRY,13002
Me Reclama,174,2017-03-01,"Mambo Kingz, DJ Luian, Luigi 21 Plus, Ozuna",https://open.spotify.com/track/4ojwGTehgBRAg52jbFgzJg,Argentina,top200,MOVE_DOWN,12899
TrÃ¡tame Suavemente - Remasterizado 2007,175,2017-03-01,Soda Stereo,https://open.spotify.com/track/65DBZofI0b79kfHTcWWDuU,Argentina,top200,MOVE_UP,12836
Cuando Pase El Temblor - Remasterizado 2007,176,2017-03-01,Soda Stereo,https://open.spotify.com/track/3uMYq07Kj5m564OQwdSCrD,Argentina,top200,MOVE_DOWN,12776
A Veces Vuelvo,177,2017-03-01,Catupecu Machu,https://open.spotify.com/track/2E2dLZK0gSTl6vjr53BfKM,Argentina,top200,NEW_ENTRY,12773
Faded,178,2017-03-01,Alan Walker,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,Argentina,top200,MOVE_DOWN,12725
Balada Del Diablo y La Muerte,179,2017-03-01,La Renga,https://open.spotify.com/track/4ObkiTmpsSU31gqGhTb8SH,Argentina,top200,MOVE_UP,12705
How Would You Feel (Paean),180,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,Argentina,top200,NEW_ENTRY,12697
El chisme (feat. J Ãlvarez & Kevin RoldÃ¡n) - Remix,181,2017-03-01,"Reykon, J Alvarez, Kevin Roldan",https://open.spotify.com/track/58EQDn2K9Gyj68YIckOLrN,Argentina,top200,NEW_ENTRY,12680
Baila Morena,182,2017-03-01,Dame 5,https://open.spotify.com/track/5ut9BH3m0lH2kRfZc3YSKV,Argentina,top200,SAME_POSITION,12678
Hasta Que Se Seque el MalecÃ³n (feat. Farruko) - Remix,183,2017-03-01,Jacob Forever,https://open.spotify.com/track/6sMPwcpYtxm1mlgYbp1B0t,Argentina,top200,MOVE_DOWN,12587
Nunca Me Olvides (feat. Don Omar) - Remix,184,2017-03-01,Yandel,https://open.spotify.com/track/7pyEd6g5y7SYdKNgRtleEB,Argentina,top200,MOVE_DOWN,12472
Water Under the Bridge,185,2017-03-01,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,Argentina,top200,NEW_ENTRY,12469
Picky,186,2017-03-01,Joey Montana,https://open.spotify.com/track/4tPL9PeVZY4c0jUPtSD5nx,Argentina,top200,MOVE_DOWN,12396
"Un Polvo (feat. Bad Bunny, ArcÃ¡ngel, Ãengo Flow & De La Ghetto)",187,2017-03-01,"Maluma, Arcangel",https://open.spotify.com/track/01vHGJRvJ6EZW9KO8NtZpi,Argentina,top200,MOVE_DOWN,12390
Persiana Americana,188,2017-03-01,Soda Stereo,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW,Argentina,top200,MOVE_DOWN,12185
Legui,189,2017-03-01,La Beriso,https://open.spotify.com/track/6VhCpWspvtTNlx0EifVK3v,Argentina,top200,NEW_ENTRY,12072
Una Cerveza,190,2017-03-01,Rafaga,https://open.spotify.com/track/3LNZSTiwQYL7BnTfHvIOII,Argentina,top200,MOVE_DOWN,12054
Ya No Me Duele MÃ¡s (feat. Farruko) - Remix,191,2017-03-01,Silvestre Dangond,https://open.spotify.com/track/4CTjql34LKCJy5WOSgEhvA,Argentina,top200,MOVE_UP,12050
Ya Me EnterÃ©,192,2017-03-01,Reik,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,Argentina,top200,NEW_ENTRY,12002
Pa Ti,193,2017-03-01,"Bad Bunny, Bryant Myers",https://open.spotify.com/track/17nOaHsTn06jxuU9NpHuFU,Argentina,top200,MOVE_UP,12000
Desafio (feat. Maluma),194,2017-03-01,Jory Boy,https://open.spotify.com/track/3pk19nKnFSl9E4X7gqq10A,Argentina,top200,MOVE_UP,11956
Por Fin Te EncontrÃ©,195,2017-03-01,"Cali Y El Dandee, Juan MagÃ¡n, Sebastian Yatra",https://open.spotify.com/track/3GpvoKKWZyTwgbLEM9RmWM,Argentina,top200,MOVE_DOWN,11943
Hoja en Blanco,196,2017-03-01,Dread Mar I,https://open.spotify.com/track/0oNpxZqwRZwVOD09fD0gzm,Argentina,top200,NEW_ENTRY,11856
The Greatest (feat. Kendrick Lamar),197,2017-03-01,Sia,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,Argentina,top200,MOVE_DOWN,11795
"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",198,2017-03-01,"De La Ghetto, Mambo Kingz, DJ Luian",https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma,Argentina,top200,MOVE_DOWN,11648
AdiÃ³s,199,2017-03-01,Gustavo Cerati,https://open.spotify.com/track/1rh4kDY9T4fHVDum8Foi5k,Argentina,top200,NEW_ENTRY,11631
Yo te propongo,200,2017-03-01,Rombai,https://open.spotify.com/track/0YFoSD5VhoVrRbrnFERpVM,Argentina,top200,MOVE_DOWN,11551
Shape of You,1,2017-03-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Australia,top200,SAME_POSITION,244027
Something Just Like This,2,2017-03-01,"The Chainsmokers, Coldplay",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,Australia,top200,SAME_POSITION,180647
It Ain't Me (with Selena Gomez),3,2017-03-01,Kygo,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,Australia,top200,SAME_POSITION,160361
Sorry,151,2017-03-01,Future,https://open.spotify.com/track/1gb6riq7CCP5clGpSD0XPH,Canada,top200,MOVE_DOWN,20827
Issues,4,2017-03-01,Julia Michaels,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,Australia,top200,SAME_POSITION,158330
"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",5,2017-03-01,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Australia,top200,SAME_POSITION,152855
Castle on the Hill,6,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Australia,top200,SAME_POSITION,151843
Paris,7,2017-03-01,The Chainsmokers,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,Australia,top200,SAME_POSITION,141129
Scared to Be Lonely,8,2017-03-01,"Martin Garrix, Dua Lipa",https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,Australia,top200,SAME_POSITION,133154
Don't Leave,9,2017-03-01,"Snakehips, MÃ",https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,Australia,top200,MOVE_UP,128158
Call On Me - Ryan Riback Extended Remix,10,2017-03-01,Starley,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,Australia,top200,MOVE_DOWN,128144
Stay (with Alessia Cara),11,2017-03-01,Zedd,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,Australia,top200,MOVE_UP,120870
All Time Low,12,2017-03-01,Jon Bellion,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,Australia,top200,MOVE_DOWN,120454
That's What I Like,13,2017-03-01,Bruno Mars,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,Australia,top200,MOVE_UP,115320
Chained To The Rhythm,14,2017-03-01,"Katy Perry, Skip Marley",https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,Australia,top200,MOVE_DOWN,115130
Chameleon,15,2017-03-01,PNAU,https://open.spotify.com/track/4rex1k9pBVFaIVKBBssZzi,Australia,top200,MOVE_DOWN,113753
Slide (feat. Frank Ocean & Migos),16,2017-03-01,"Calvin Harris, Funk Wav",https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,Australia,top200,MOVE_UP,113665
"How Far I'll Go - From ""Moana""",17,2017-03-01,Alessia Cara,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,Australia,top200,MOVE_DOWN,112472
Love$ick,18,2017-03-01,"Mura Masa, A$AP Rocky",https://open.spotify.com/track/5v9N8Rx3QsFvr50cxyQcA3,Australia,top200,MOVE_DOWN,109931
I Feel It Coming,19,2017-03-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Australia,top200,MOVE_UP,102380
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),20,2017-03-01,Major Lazer,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,Australia,top200,MOVE_UP,101679
Adore,21,2017-03-01,Amy Shark,https://open.spotify.com/track/1rPCgtaIF0CyKRgAwhtpbF,Australia,top200,MOVE_DOWN,101070
Now and Later,22,2017-03-01,Sage The Gemini,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,Australia,top200,SAME_POSITION,96111
Touch,23,2017-03-01,Little Mix,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,Australia,top200,SAME_POSITION,94945
Rockabye (feat. Sean Paul & Anne-Marie),24,2017-03-01,Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,Australia,top200,SAME_POSITION,94045
Shed a Light,25,2017-03-01,"Robin Schulz, David Guetta, Cheat Codes",https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,Australia,top200,MOVE_UP,90372
All Night,26,2017-03-01,"The Vamps, Matoma",https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,Australia,top200,SAME_POSITION,90326
Water Under the Bridge,27,2017-03-01,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,Australia,top200,MOVE_UP,90150
Solo Dance,28,2017-03-01,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Australia,top200,MOVE_UP,88535
Starboy,29,2017-03-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Australia,top200,MOVE_DOWN,87007
You Don't Know Me - Radio Edit,30,2017-03-01,"Jax Jones, RAYE",https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,Australia,top200,MOVE_UP,82249
Sexual,31,2017-03-01,"NEIKED, Dyo",https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,Australia,top200,SAME_POSITION,81675
Cold,32,2017-03-01,"Maroon 5, Future",https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,Australia,top200,MOVE_UP,81553
Fresh Eyes,33,2017-03-01,Andy Grammer,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,Australia,top200,MOVE_DOWN,80739
Capsize,34,2017-03-01,"FRENSHIP, Emily Warren",https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,Australia,top200,MOVE_DOWN,79394
Stranger (feat. Elliphant),35,2017-03-01,Peking Duk,https://open.spotify.com/track/0jVPEBd4wyHupkTHwzQRyc,Australia,top200,SAME_POSITION,79374
Bad Things (with Camila Cabello),36,2017-03-01,Machine Gun Kelly,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,Australia,top200,MOVE_DOWN,79321
Cocoon,37,2017-03-01,Milky Chance,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs,Australia,top200,SAME_POSITION,78378
Just Hold On,38,2017-03-01,"Steve Aoki, Louis Tomlinson",https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,Australia,top200,SAME_POSITION,78200
Say You Won't Let Go,39,2017-03-01,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Australia,top200,MOVE_DOWN,77840
Believer,40,2017-03-01,Imagine Dragons,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,Australia,top200,MOVE_DOWN,74609
Closer,41,2017-03-01,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Australia,top200,MOVE_DOWN,72123
Bad and Boujee (feat. Lil Uzi Vert),42,2017-03-01,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,Australia,top200,MOVE_UP,65749
Redbone,43,2017-03-01,Childish Gambino,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,Australia,top200,MOVE_DOWN,65029
Bounce Back,44,2017-03-01,Big Sean,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,Australia,top200,SAME_POSITION,62755
It's Gotta Be You,45,2017-03-01,Isaiah Firebrace,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,Australia,top200,MOVE_UP,62383
The Mack,46,2017-03-01,"Nevada, Mark Morrison, Fetty Wap",https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,Australia,top200,MOVE_DOWN,61096
Fake Love,47,2017-03-01,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,Australia,top200,SAME_POSITION,58900
Never Be Like You,48,2017-03-01,"Flume, kai",https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,Australia,top200,SAME_POSITION,54261
Cold Water (feat. Justin Bieber & MÃ),49,2017-03-01,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Australia,top200,SAME_POSITION,54055
I Would Like,50,2017-03-01,Zara Larsson,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,Australia,top200,SAME_POSITION,51544
iSpy (feat. Lil Yachty),51,2017-03-01,KYLE,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,Australia,top200,SAME_POSITION,47096
One Dance,52,2017-03-01,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,Australia,top200,MOVE_UP,42275
Play That Song,53,2017-03-01,Train,https://open.spotify.com/track/77hjM9bMmgfTGJXv14UFmi,Australia,top200,MOVE_UP,41400
Love on Me,54,2017-03-01,"Galantis, Hook N Sling",https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,Australia,top200,MOVE_DOWN,39030
Let Me Love You,55,2017-03-01,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Australia,top200,SAME_POSITION,38077
Human,56,2017-03-01,Rag'n'Bone Man,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,Australia,top200,SAME_POSITION,37937
24K Magic,57,2017-03-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Australia,top200,SAME_POSITION,37246
Frozen,58,2017-03-01,"PON CHO, Paige IV",https://open.spotify.com/track/2TdJsyNijI5jUvMnsjQcb3,Australia,top200,MOVE_UP,36808
Don't Wanna Know,59,2017-03-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Australia,top200,MOVE_DOWN,36563
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",60,2017-03-01,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Australia,top200,MOVE_DOWN,36026
How Would You Feel (Paean),61,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,Australia,top200,MOVE_DOWN,33922
Say It (feat. Tove Lo),62,2017-03-01,Flume,https://open.spotify.com/track/4sQMalN597HdggTu196aL0,Australia,top200,MOVE_UP,33543
Move Your Body - Single Mix,63,2017-03-01,Sia,https://open.spotify.com/track/7ynCQo1KpBOyTdTdAnjSLZ,Australia,top200,MOVE_UP,33357
Scars To Your Beautiful,64,2017-03-01,Alessia Cara,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,Australia,top200,MOVE_DOWN,33046
Weak,65,2017-03-01,AJR,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,Australia,top200,MOVE_UP,32985
My Way,66,2017-03-01,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,Australia,top200,MOVE_DOWN,32736
Starving,67,2017-03-01,"Hailee Steinfeld, Grey, Zedd",https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,Australia,top200,MOVE_UP,31355
In the Name of Love,68,2017-03-01,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Australia,top200,MOVE_UP,31023
Romantic - NOTD Remix,69,2017-03-01,Stanaj,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,Australia,top200,MOVE_UP,30747
Congratulations,70,2017-03-01,"Post Malone, Quavo",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,Australia,top200,MOVE_UP,30590
Sorry,71,2017-03-01,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,Australia,top200,MOVE_UP,30532
Sunset Lover,72,2017-03-01,Petit Biscuit,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,Australia,top200,MOVE_UP,30080
Side To Side,73,2017-03-01,"Ariana Grande, Nicki Minaj",https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,Australia,top200,MOVE_DOWN,29429
Deja Vu,74,2017-03-01,J. Cole,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,Australia,top200,MOVE_DOWN,29175
Should've Been Me,75,2017-03-01,"Naughty Boy, Kyla, Popcaan",https://open.spotify.com/track/4aiLpwwZw5Ek9KkBMnt6Zu,Australia,top200,MOVE_UP,29022
By Your Side,76,2017-03-01,"Jonas Blue, RAYE",https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,Australia,top200,MOVE_DOWN,27733
Final Song,77,2017-03-01,MÃ,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,Australia,top200,MOVE_DOWN,27663
Hello,78,2017-03-01,Adele,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,Australia,top200,MOVE_UP,27519
Black Beatles,79,2017-03-01,"Rae Sremmurd, Gucci Mane",https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,Australia,top200,SAME_POSITION,27451
Thinking out Loud,80,2017-03-01,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Australia,top200,MOVE_UP,27449
In Your Arms,81,2017-03-01,NERVO,https://open.spotify.com/track/6kL5KS38LCR96cNfbfsb6u,Australia,top200,MOVE_UP,27444
Send My Love (To Your New Lover),82,2017-03-01,Adele,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,Australia,top200,MOVE_UP,27303
Love,83,2017-03-01,Lana Del Rey,https://open.spotify.com/track/0n2bvWvMwr0gbjcuTm92eW,Australia,top200,MOVE_DOWN,27293
Shooting Stars,84,2017-03-01,Bag Raiders,https://open.spotify.com/track/0UeYCHOETPfai02uskjJ3x,Australia,top200,MOVE_DOWN,26954
All Night (feat. Knox Fortune),85,2017-03-01,Chance the Rapper,https://open.spotify.com/track/60xaS8mYBKUW4VQQ666N0T,Australia,top200,MOVE_DOWN,26883
Caroline,86,2017-03-01,AminÃ©,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,Australia,top200,MOVE_UP,26731
No Role Modelz,87,2017-03-01,J. Cole,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,Australia,top200,MOVE_DOWN,26688
Catch 22 (feat. Anne-Marie),88,2017-03-01,Illy,https://open.spotify.com/track/2bWrml86uwGVvznX8KKtwx,Australia,top200,MOVE_DOWN,26493
Jungle (Radio Edit),89,2017-03-01,Tash Sultana,https://open.spotify.com/track/1NIvNSrB824aeBmCHjyFxR,Australia,top200,MOVE_UP,26284
1955,90,2017-03-01,"Hilltop Hoods, Montaigne, Tom Thum",https://open.spotify.com/track/6oSmp7qnvAxUXeUKhl67a6,Australia,top200,MOVE_UP,26033
Jungle,91,2017-03-01,Tash Sultana,https://open.spotify.com/track/7ol59kVwq3DQyyjKZ2DRzy,Australia,top200,MOVE_DOWN,26004
Riptide,92,2017-03-01,Vance Joy,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,Australia,top200,MOVE_DOWN,25807
Big For Your Boots,93,2017-03-01,Stormzy,https://open.spotify.com/track/3uMB82o0qa7erhiZBW9KQC,Australia,top200,MOVE_UP,25593
Papercuts (feat. Vera Blue),94,2017-03-01,Illy,https://open.spotify.com/track/6vXHaWpqkbuvzIDvR3LnKd,Australia,top200,MOVE_DOWN,25575
Photograph,95,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Australia,top200,MOVE_UP,25481
Drinkee,96,2017-03-01,Sofi Tukker,https://open.spotify.com/track/3REzEumDuXBpQH45WEHAr6,Australia,top200,MOVE_UP,24797
All We Know,97,2017-03-01,"The Chainsmokers, Phoebe Ryan",https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,Australia,top200,MOVE_DOWN,24684
Down,98,2017-03-01,Marian Hill,https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB,Australia,top200,MOVE_DOWN,24678
Don't Let Me Down (feat. Daya),99,2017-03-01,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,Australia,top200,MOVE_UP,24602
The Ocean (feat. Shy Martin),100,2017-03-01,Mike Perry,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,Australia,top200,MOVE_DOWN,24587
Mr. Brightside,101,2017-03-01,The Killers,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,Australia,top200,MOVE_DOWN,24435
I Got You,102,2017-03-01,Bebe Rexha,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,Australia,top200,MOVE_DOWN,24218
Perfect Strangers,103,2017-03-01,"Jonas Blue, JP Cooper",https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,Australia,top200,MOVE_DOWN,24191
Swalla (feat. Nicki Minaj & Ty Dolla $ign),104,2017-03-01,Jason Derulo,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,Australia,top200,MOVE_UP,23793
Cheap Thrills,105,2017-03-01,Sia,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,Australia,top200,MOVE_DOWN,23581
This Is What You Came For (feat. Rihanna),106,2017-03-01,Calvin Harris,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,Australia,top200,SAME_POSITION,23532
Despacito (Featuring Daddy Yankee),107,2017-03-01,Luis Fonsi,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,Australia,top200,MOVE_DOWN,23512
Let Me Love You,108,2017-03-01,"Dastic, CADE",https://open.spotify.com/track/4XDpZleldkujOhnwNvgoMX,Australia,top200,MOVE_UP,23173
Love Yourself,109,2017-03-01,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,Australia,top200,MOVE_UP,23160
Don't Kill My Vibe,110,2017-03-01,Sigrid,https://open.spotify.com/track/4WdCxlUyj3TCTBaJx5s9tF,Australia,top200,MOVE_UP,22697
Lush Life,111,2017-03-01,Zara Larsson,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,Australia,top200,MOVE_DOWN,22284
Fading,112,2017-03-01,Vallis Alps,https://open.spotify.com/track/2fKEunM0KZVpVLwlvmVlDZ,Australia,top200,MOVE_UP,22243
Work from Home (feat. Ty Dolla $ign),113,2017-03-01,Fifth Harmony,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,Australia,top200,SAME_POSITION,22187
Broccoli (feat. Lil Yachty),114,2017-03-01,Shelley FKA DRAM,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,Australia,top200,MOVE_DOWN,21943
History,115,2017-03-01,Olivia Holt,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,Australia,top200,MOVE_UP,21878
Stronger,116,2017-03-01,Kanye West,https://open.spotify.com/track/6C7RJEIUDqKkJRZVWdkfkH,Australia,top200,MOVE_DOWN,21478
Treat You Better,117,2017-03-01,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,Australia,top200,SAME_POSITION,21472
Wet Dreamz,118,2017-03-01,J. Cole,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e,Australia,top200,MOVE_DOWN,21126
Mercy,119,2017-03-01,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Australia,top200,MOVE_DOWN,21094
Magic,120,2017-03-01,"Thomas Gold, Jillian Edwards",https://open.spotify.com/track/5abwHwUhywLGNli5NDcEN7,Australia,top200,MOVE_UP,20971
All My Friends (feat. Tinashe & Chance the Rapper),121,2017-03-01,Snakehips,https://open.spotify.com/track/6TaqooOXAEcijL6G1AWS2K,Australia,top200,MOVE_DOWN,20686
"Lose Yourself - From ""8 Mile"" Soundtrack",122,2017-03-01,Eminem,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,Australia,top200,SAME_POSITION,20485
Too Good,123,2017-03-01,"Drake, Rihanna",https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,Australia,top200,MOVE_DOWN,20479
Someone Like You,124,2017-03-01,Adele,https://open.spotify.com/track/4kflIGfjdZJW4ot2ioixTB,Australia,top200,MOVE_UP,20375
